Name,CHT,KOR
PN_DESC_59_3_2,"<size=17><b>・</b><color=#70DE9E>受到致命傷時：</color>有<color=#FB8204>35%</color>的幾率使你獲得1個相當於最大生命值100%的護盾，持續0.5秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你獲得<color=#FB8204>3</color>層<color=#70DE9E>[護心鏡]</color>效果，為你抵擋<color=#FB8204>3</color>次傷害。
<color=#FB8204><b>・</b><color=#70DE9E>[護心鏡]</color>被消耗時，有33%的幾率返還1層。</color>
</size>",<size=17><b>・</b><color=#70DE9E>치명상을 입을 시：</color><color=#FB8204>35%</color>의 확률로 최대 생명력 100%에 해당하는 방호를 0.5초간 획득한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 <color=#FB8204>3</color>겹의 <color=#70DE9E>[방호진]</color> 효과를 얻어 <color=#FB8204>3</color>회의 피해를 막아낸다.<color=#FB8204><b>・</b><color=#70DE9E>[방호진]</color>이 소모될 시 33%의 확률로 1겹을 돌려받는다.</color></size>
PN_NAME_60,狂將鎖,광장쇄
PN_DESC_60_0_0,"<size=17><b>・</b><color=#C83E48>施放收劍技能後的3秒內：</color>你每造成1次近戰傷害，都會使你的所有傷害提高2%，持續8秒，可無限疊加層數。
</size>",<size=17><b>・</b><color=#C83E48>검귀 기술 사용 후 3초 동안：</color>근접 피해를 가할 때마다 모든 피해가 2% 증가하며 8초간 지속된다. 무제한으로 중첩된다.</size>
PN_DESC_60_0_1,"<size=17><b>・</b><color=#C83E48>施放收劍技能後的3秒內：</color>你每造成1次近戰傷害，都會使你的所有傷害提高3%，持續8秒，可無限疊加層數。
</size>",<size=17><b>・</b><color=#C83E48>검귀 기술 사용 후 3초 동안：</color>근접 피해를 가할 때마다 모든 피해가 3% 증가하며 8초간 지속된다. 무제한으로 중첩된다.</size>
PN_DESC_60_0_2,"<size=17><b>・</b><color=#C83E48>施放收劍技能後的3秒內：</color>你每造成1次近戰傷害，都會使你的所有傷害提高<color=#FB8204>5%</color>，持續8秒，可無限疊加層數。
</size>",<size=17><b>・</b><color=#C83E48>검귀 기술 사용 후 3초 동안：</color>근접 피해를 가할 때마다 모든 피해가 <color=#FB8204>5%</color> 증가하며 8초간 지속된다. 무제한으로 중첩된다.</size>
PN_DESC_60_1_0,"<size=17><b>・</b>近戰攻擊有幾率造成1.5倍傷害，幾率相當於你已損失的生命百分比。
</size>",<size=17><b>・</b>근접 공격 시 잃은 생명력 비율만큼의 확률로 1.5배의 피해를 준다.</size>
PN_DESC_60_1_1,"<size=17><b>・</b>近戰攻擊有幾率造成2倍傷害，幾率相當於你已損失的生命百分比。
</size>",<size=17><b>・</b>근접 공격 시 잃은 생명력 비율만큼의 확률로 2배의 피해를 준다.</size>
PN_DESC_60_1_2,"<size=17><b>・</b>近戰攻擊有幾率造成<color=#FB8204>3</color>倍傷害，幾率相當於你已損失的生命百分比。
<color=#FB8204><b>・</b>當你的生命低於40%時，觸發幾率提高至100%。</color>
</size>",<size=17><b>・</b>근접 공격 시 잃은 생명력 비율만큼의 확률로 <color=#FB8204>3</color>배의 피해를 준다.<color=#FB8204><b>・</b>생명력이 40% 이하일 때 발동 확률이 100%가 된다.</color></size>
PN_DESC_60_2_0,"<size=17><b>・</b>使用<color=#70DE9E>[藥葫蘆]</color>後：你的近戰攻擊提高20%，持續10秒。
<b>・</b>你受到的所有治療效果降低50%。
</size>",<size=17><b>・</b><color=#70DE9E>[영약]</color> 사용 후：근접 공격이 10초간 20% 증가한다.<b>・</b>받는 모든 치유 효과가 50% 감소한다.</size>
PN_DESC_60_2_1,"<size=17><b>・</b>使用<color=#70DE9E>[藥葫蘆]</color>後：你的近戰攻擊提高40%，持續10秒。
<b>・</b>使用<color=#70DE9E>[藥葫蘆]</color>後：你的所有傷害提高相當於本次治療量百分比的1倍，持續10秒。
<b>・</b>你受到的所有治療效果降低50%。
</size>",<size=17><b>・</b><color=#70DE9E>[영약]</color> 사용 후：근접 공격이 10초간 40% 증가한다.<b>・</b><color=#70DE9E>[영약]</color> 사용 후：이번 회복량의 1배만큼 모든 피해가 10초간 증가한다.<b>・</b>받는 모든 치유 효과가 50% 감소한다.</size>
PN_DESC_60_2_2,"<size=17><b>・</b>使用<color=#70DE9E>[藥葫蘆]</color>後：你的近戰攻擊提高<color=#FB8204>70%</color>，持續10秒。
<b>・</b>使用<color=#70DE9E>[藥葫蘆]</color>後：你的所有傷害提高相當於本次治療量百分比的<color=#FB8204>2</color>倍，持續10秒。
<b>・</b>你受到的所有治療效果降低<color=#FB8204>25%</color>。
</size>",<size=17><b>・</b><color=#70DE9E>[영약]</color> 사용 후：근접 공격이 10초간 <color=#FB8204>70%</color> 증가한다.<b>・</b><color=#70DE9E>[영약]</color> 사용 후：이번 회복량의 <color=#FB8204>2</color>배만큼 모든 피해가 10초간 증가한다.<b>・</b>받는 모든 치유 효과가 <color=#FB8204>25%</color> 감소한다.</size>
PN_DESC_60_3_0,"<size=17><b>・</b>對生命值百分比高於你的敵人造成的傷害提高25%。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你在接下來的10秒內，視所有生命值百分比低於你的敵人的生命值百分比為50%。
</size>",<size=17><b>・</b>생명력 비율이 자신보다 높은 적에게 주는 피해가 25% 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 10초 동안 생명력 비율이 자신보다 낮은 적의 생명력 비율을 50%로 간주한다.</size>
PN_DESC_60_3_1,"<size=17><b>・</b>對生命值百分比高於你的敵人造成的傷害提高45%。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你在接下來的10秒內，視所有生命值百分比低於你的敵人的生命值百分比為75%。
</size>",<size=17><b>・</b>생명력 비율이 자신보다 높은 적에게 주는 피해가 45% 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 10초 동안 생명력 비율이 자신보다 낮은 적의 생명력 비율을 75%로 간주한다.</size>
PN_DESC_60_3_2,"<size=17><b>・</b>對生命值百分比高於你的敵人造成的傷害提高<color=#FB8204>75%</color>。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，使你在接下來的<color=#FB8204>14</color>秒內，<color=#FB8204>視所有敵人的生命值為滿血。</color>
</size>",<size=17><b>・</b>생명력 비율이 자신보다 높은 적에게 주는 피해가 <color=#FB8204>75%</color> 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 <color=#FB8204>14</color>초 동안 <color=#FB8204>모든 적의 생명력을 최대치로 간주한다.</color></size>
PN_NAME_61,屍鬼蟲,시귀충
PN_DESC_61_0_0,"<size=17><b>・</b><color=#70DE9E>當你的護盾消失時：</color>對周圍的敵人造成{atk*0.5}點真實傷害。
</size>",<size=17><b>・</b><color=#70DE9E>방호가 사라질 시：</color>주변 적에게 {atk*0.5}의 고정 피해를 준다.</size>
PN_DESC_61_0_1,"<size=17><b>・</b><color=#70DE9E>當你的護盾消失時：</color>對周圍的敵人造成{atk*0.75}點真實傷害。
</size>",<size=17><b>・</b><color=#70DE9E>방호가 사라질 시：</color>주변 적에게 {atk*0.75}의 고정 피해를 준다.</size>
PN_DESC_61_0_2,"<size=17><b>・</b><color=#70DE9E>當你的護盾消失時：</color>對周圍的敵人造成<color=#FB8204>{atk*1.5}</color>點真實傷害。
<color=#FB8204><b>・</b><color=#70DE9E>當你獲得護盾時：</color>使你的所有傷害提高35%，持續5秒。</color>
</size>",<size=17><b>・</b><color=#70DE9E>방호가 사라질 시：</color>주변 적에게 <color=#FB8204>{atk*1.5}</color>의 고정 피해를 준다.<color=#FB8204><b>・</b><color=#70DE9E>방호를 얻을 시：</color>모든 피해가 5초간 35% 증가한다.</color></size>
PN_DESC_61_1_0,"<size=17><b>・</b><color=#70DE9E>受到治療時：</color>使你的所有傷害提高15%，持續5秒。
</size>",<size=17><b>・</b><color=#70DE9E>치유를 받을 시：</color>모든 피해가 5초간 15% 증가한다.</size>
PN_DESC_61_1_1,"<size=17><b>・</b><color=#70DE9E>受到治療時：</color>使你的所有傷害提高25%，持續5秒。
</size>",<size=17><b>・</b><color=#70DE9E>치유를 받을 시：</color>모든 피해가 5초간 25% 증가한다.</size>
PN_DESC_61_1_2,"<size=17><b>・</b><color=#70DE9E>受到治療時：</color>使你的所有傷害提高<color=#FB8204>50%</color>，持續5秒。
<color=#FB8204><b>・</b><color=#70DE9E>當你獲得護盾時：</color>被視為受到了一次治療。</color>
</size>",<size=17><b>・</b><color=#70DE9E>치유를 받을 시：</color>모든 피해가 5초간 <color=#FB8204>50%</color> 증가한다.<color=#FB8204><b>・</b><color=#70DE9E>방호를 얻을 시：</color>치유를 받은 것으로 간주한다.</color></size>
PN_DESC_61_2_0,"<size=17><b>・</b>你的護盾吸收量加成的25%轉換為所有傷害提高。
</size>",<size=17><b>・</b>방호 흡수량 증가치의 25%가 모든 피해 증가로 전환된다.</size>
PN_DESC_61_2_1,"<size=17><b>・</b>你的護盾吸收量加成的50%轉換為所有傷害提高。
</size>",<size=17><b>・</b>방호 흡수량 증가치의 50%가 모든 피해 증가로 전환된다.</size>
PN_DESC_61_2_2,"<size=17><b>・</b>你的護盾吸收量加成的<color=#FB8204>100%</color>轉換為所有傷害提高。
<color=#FB8204><b>・</b><color=#70DE9E>當你的護盾消失時：</color>你的所有傷害提高20%，持續5秒。</color>
</size>",<size=17><b>・</b>방호 흡수량 증가치의 <color=#FB8204>100%</color>가 모든 피해 증가로 전환된다.<color=#FB8204><b>・</b><color=#70DE9E>방호가 사라질 시：</color>모든 피해가 5초간 20% 증가한다.</color></size>
PN_DESC_61_3_0,"<size=17><b>・</b><color=#70DE9E>當你獲得護盾時：</color>屍鬼蟲會吞噬你的護盾，護盾吸收量百分比的30%會轉化為所有傷害提高，持續6秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，為你添加一個相當於最大生命值50%的護盾。
</size>","<size=17><b>・</b><color=#70DE9E>방호를 얻을 시：</color>시귀충이 방호를 먹어치우며, 방호 흡수량의 30%만큼 모든 피해가 6초간 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 최대 생명력의 50%에 해당하는 방호를 얻는다.</size>"
PN_DESC_61_3_1,"<size=17><b>・</b><color=#70DE9E>當你獲得護盾時：</color>屍鬼蟲會吞噬你的護盾，護盾吸收量百分比的60%會轉化為所有傷害提高，持續6秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，為你添加一個相當於最大生命值75%的護盾。
</size>","<size=17><b>・</b><color=#70DE9E>방호를 얻을 시：</color>시귀충이 방호를 먹어치우며, 방호 흡수량의 60%만큼 모든 피해가 6초간 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 최대 생명력의 75%에 해당하는 방호를 얻는다.</size>"
PN_DESC_61_3_2,"<size=17><b>・</b><color=#70DE9E>當你獲得護盾時：</color>屍鬼蟲會吞噬你的護盾，護盾吸收量百分比的<color=#FB8204>100%</color>會轉化為所有傷害提高，持續6秒。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，為你添加一個相當於最大生命值<color=#FB8204>125%</color>的護盾。
</size>","<size=17><b>・</b><color=#70DE9E>방호를 얻을 시：</color>시귀충이 방호를 먹어치우며, 방호 흡수량의 <color=#FB8204>100%</color>만큼 모든 피해가 6초간 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 최대 생명력의 <color=#FB8204>125%</color>에 해당하는 방호를 얻는다.</size>"
PN_NAME_62,神皇威裝,신황위장
PN_DESC_62_0_0,"<size=17><b>・</b><color=#C83E48>擊殺敵人時：</color>在敵人死亡的位置施放<color=#633FAE>恐懼波</color>，對周圍敵人造成{atk*0.75}點真實傷害。
</size>",<size=17><b>・</b><color=#C83E48>적 처치 시：</color>적이 죽은 자리에 <color=#633FAE>공포파</color>를 시전하여 주변 적에게 {atk*0.75}의 고정 피해를 준다.</size>
PN_DESC_62_0_1,"<size=17><b>・</b><color=#C83E48>擊殺敵人時：</color>在敵人死亡的位置施放<color=#633FAE>恐懼波</color>，對周圍敵人造成{atk*1.5}點真實傷害，並有33%的幾率施加2秒的<color=#633FAE>[恐懼]</color>。
</size>",<size=17><b>・</b><color=#C83E48>적 처치 시：</color>적이 죽은 자리에 <color=#633FAE>공포파</color>를 시전하여 주변 적에게 {atk*1.5}의 고정 피해를 주고 33% 확률로 2초간 <color=#633FAE>[공포]</color>를 부여한다.</size>
PN_DESC_62_0_2,"<size=17><b>・</b><color=#C83E48>擊殺敵人時：</color>在敵人死亡的位置施放<color=#633FAE>恐懼波</color>，對周圍敵人造成<color=#FB8204>{atk*3}</color>點真實傷害，並有33%的幾率施加2秒的<color=#633FAE>[恐懼]</color>。
<color=#FB8204><b>・</b>當你對敵人施加<color=#633FAE>[恐懼]</color>時：有25%的幾率直接施放1次<color=#633FAE>恐懼波</color>。</color>
</size>",<size=17><b>・</b><color=#C83E48>적 처치 시：</color>적이 죽은 자리에 <color=#633FAE>공포파</color>를 시전하여 주변 적에게 <color=#FB8204>{atk*3}</color>의 고정 피해를 주고 33% 확률로 2초간 <color=#633FAE>[공포]</color>를 부여한다.<color=#FB8204><b>・</b>적에게 <color=#633FAE>[공포]</color>를 부여 시：25% 확률로 <color=#633FAE>공포파</color>를 1회 추가로 시전한다.</color></size>
PN_DESC_62_1_0,"<size=17><b>・</b>你造成的所有<color=#FFDCBD>真實傷害</color>提高20%。
</size>",<size=17><b>・</b>가하는 모든 <color=#FFDCBD>고정 피해</color>가 20% 증가한다.</size>
PN_DESC_62_1_1,"<size=17><b>・</b>你造成的所有<color=#FFDCBD>真實傷害</color>提高40%。
</size>",<size=17><b>・</b>가하는 모든 <color=#FFDCBD>고정 피해</color>가 40% 증가한다.</size>
PN_DESC_62_1_2,"<size=17><b>・</b>你造成的所有<color=#FFDCBD>真實傷害</color>提高<color=#FB8204>80%</color>。
<color=#FB8204><b>・</b>對敵人造成<color=#FFDCBD>真實傷害</color>時施加2秒<color=#633FAE>[恐懼]</color>。</color>
</size>",<size=17><b>・</b>가하는 모든 <color=#FFDCBD>고정 피해</color>가 <color=#FB8204>80%</color> 증가한다.<color=#FB8204><b>・</b>적에게 <color=#FFDCBD>고정 피해</color> 가할 시 2초간 <color=#633FAE>[공포]</color>를 부여한다.</color></size>
PN_DESC_62_2_0,"<size=17><b>・</b>施加<color=#633FAE>[恐懼]</color>後，你的所有傷害提高15%，持續5秒。
</size>",<size=17><b>・</b><color=#633FAE>[공포]</color> 부여 후 모든 피해가 5초간 15% 증가한다.</size>
PN_DESC_62_2_1,"<size=17><b>・</b>施加<color=#633FAE>[恐懼]</color>後，你的所有傷害提高30%，持續5秒。
</size>",<size=17><b>・</b><color=#633FAE>[공포]</color> 부여 후 모든 피해가 5초간 30% 증가한다.</size>
PN_DESC_62_2_2,"<size=17><b>・</b>施加<color=#633FAE>[恐懼]</color>後，你的所有傷害提高<color=#FB8204>55%</color>，持續5秒。
<color=#FB8204><b>・</b><color=#633FAE>[恐懼]</color>結束時，有33%幾率對目標造成{atk*1}點真實傷害並施加2秒的<color=#633FAE>[恐懼]</color>。</color>
</size>",<size=17><b>・</b><color=#633FAE>[공포]</color> 부여 후 모든 피해가 5초간 <color=#FB8204>55%</color> 증가한다.<color=#FB8204><b>・</b><color=#633FAE>[공포]</color> 효과 종료 시 33% 확률로 대상에게 {atk*1}의 고정 피해를 주고 2초간 <color=#633FAE>[공포]</color>를 부여한다.</color></size>
PN_DESC_62_3_0,"<size=17><b>・</b>獲得<color=#633FAE>[神皇威裝]</color>效果：所有傷害提高15%，防禦提高5%。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，每2秒向周圍施放<color=#633FAE>恐懼波</color>造成{atk*1}點真實傷害，並<color=#633FAE>[恐懼]</color>1秒，持續10秒。
</size>","<size=17><b>・</b><color=#633FAE>[신황위장]</color> 효과 획득：모든 피해가 15%, 방어력이 5% 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 10초 동안 2초마다 주변에 <color=#633FAE>공포파</color>를 시전하여 {atk*1}의 고정 피해를 주고 1초간 <color=#633FAE>[공포]</color>를 부여한다.</size>"
PN_DESC_62_3_1,"<size=17><b>・</b>獲得<color=#633FAE>[神皇威裝]</color>效果：所有傷害提高30%，防禦提高10%。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，每2秒向周圍施放<color=#633FAE>恐懼波</color>造成{atk*1}點真實傷害，並<color=#633FAE>[恐懼]</color>1秒，持續10秒。
</size>","<size=17><b>・</b><color=#633FAE>[신황위장]</color> 효과 획득：모든 피해가 30%, 방어력이 10% 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 10초 동안 2초마다 주변에 <color=#633FAE>공포파</color>를 시전하여 {atk*1}의 고정 피해를 주고 1초간 <color=#633FAE>[공포]</color>를 부여한다.</size>"
PN_DESC_62_3_2,"<size=17><b>・</b>獲得<color=#633FAE>[神皇威裝]</color>效果：所有傷害提高<color=#FB8204>75%</color>，防禦提高<color=#FB8204>15%</color>。
<b>・</b><color=#C83E48>怒氣達到100時：</color>自動消耗全部怒氣，<color=#FB8204><color=#633FAE>[神皇威裝]</color>的效果翻倍，</color>並使你每<color=#FB8204>1</color>秒向周圍施放<color=#633FAE>恐懼波</color>造成<color=#FB8204>{atk*1.5}</color>點真實傷害，並<color=#633FAE>[恐懼]</color>1秒，持續<color=#FB8204>15</color>秒。
</size>","<size=17><b>・</b><color=#633FAE>[신황위장]</color> 효과 획득：모든 피해가 <color=#FB8204>75%</color>, 방어력이 <color=#FB8204>15%</color> 증가한다.<b>・</b><color=#C83E48>노기가 100이 되면：</color>모든 노기를 소모하여 <color=#FB8204><color=#633FAE>[신황위장]</color>의 효과가 2배가 되고,</color> <color=#FB8204>1</color>초마다 주변에 <color=#633FAE>공포파</color>를 시전하여 <color=#FB8204>{atk*1.5}</color>의 고정 피해를 주고 1초간 <color=#633FAE>[공포]</color>를 부여하며 <color=#FB8204>15</color>초간 지속된다.</size>"
PN_NAME_63,永恆契文,영원계문
PN_DESC_63_0_0,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_0_1,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_0_2,"<size=17><color=#FB8204><b>・</b>定下<color=#C83E48>[有根之契]</color>，每通過一張地圖你的近戰攻擊將會提高4%。
<b>・</b><color=#FFDCBD>[永恆契文]</color>乃唯一之物，每局只會出現1次。若是你脫下契文，契約將會被打破，<color=#FFDCBD>[永恆契文]</color>會立刻被破壞。</color>
</size>","<size=17><color=#FB8204><b>・</b><color=#C83E48>[유근지계]</color>를 맺으니, 지도를 하나 통과할 때마다 근접 공격이 4% 증가한다.<b>・</b><color=#FFDCBD>[영원계문]</color>은 유일한 것이니 각 판마다 1번만 출현한다. 계문을 벗으면 계약이 깨져 <color=#FFDCBD>[영원계문]</color>이 즉시 파괴된다.</color></size>"
PN_DESC_63_1_0,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_1_1,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_1_2,"<size=17><color=#FB8204><b>・</b>定下<color=#4C8FEA>[無根之契]</color>，每通過一張地圖你的飛劍攻擊將會提高4%。
<b>・</b><color=#FFDCBD>[永恆契文]</color>乃唯一之物，每局只會出現1次。若是你脫下契文，契約將會被打破，<color=#FFDCBD>[永恆契文]</color>會立刻被破壞。</color>
</size>","<size=17><color=#FB8204><b>・</b><color=#4C8FEA>[무근지계]</color>를 맺으니, 지도를 하나 통과할 때마다 비검 공격이 4% 증가한다.<b>・</b><color=#FFDCBD>[영원계문]</color>은 유일한 것이니 각 판마다 1번만 출현한다. 계문을 벗으면 계약이 깨져 <color=#FFDCBD>[영원계문]</color>이 즉시 파괴된다.</color></size>"
PN_DESC_63_2_0,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_2_1,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_2_2,"<size=17><color=#FB8204><b>・</b>定下<color=#70DE9E>[制衡之契]</color>，每通過一張地圖你的所有傷害將會提高2%。
<b>・</b><color=#FFDCBD>[永恆契文]</color>乃唯一之物，每局只會出現1次。若是你脫下契文，契約將會被打破，<color=#FFDCBD>[永恆契文]</color>會立刻被破壞。</color>
</size>","<size=17><color=#FB8204><b>・</b><color=#70DE9E>[제형지계]</color>를 맺으니, 지도를 하나 통과할 때마다 모든 피해가 2% 증가한다.<b>・</b><color=#FFDCBD>[영원계문]</color>은 유일한 것이니 각 판마다 1번만 출현한다. 계문을 벗으면 계약이 깨져 <color=#FFDCBD>[영원계문]</color>이 즉시 파괴된다.</color></size>"
PN_DESC_63_3_0,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_3_1,<size=17><b>・</b>這玩意什麼用都沒有，就留作紀念吧</size>,<size=17><b>・</b>이것은 아무런 효과도 없으니 기념품으로나 간직하라.</size>
PN_DESC_63_3_2,"<size=17><color=#FB8204><b>・</b><color=#6DE5D0>主動技能：</color>立下<color=#FFDCBD>[永恆之契]</color>，使你在本局遊戲中，所有傷害提高35%，攻擊速度提高15%，收劍冷卻時間降低15%，移動速度提高10%，最大生命值提高15%，防禦提高10%，並摧毀<color=#FFDCBD>[永恆契文]</color>。
<b>・</b><color=#FFDCBD>[永恆契文]</color>乃唯一之物，每局只會出現1次。若是你脫下契文，契約將會被打破，<color=#FFDCBD>[永恆契文]</color>會立刻被破壞。</color>
</size>","<size=17><color=#FB8204><b>・</b><color=#6DE5D0>주동 기술：</color><color=#FFDCBD>[영원지계]</color>를 맺어 이번 판에서 모든 피해가 35%, 공격 속도가 15%, 검귀 기술 재사용 대기시간이 15% 감소하고, 이동 속도가 10%, 최대 생명력이 15%, 방어력이 10% 증가하며 <color=#FFDCBD>[영원계문]</color>이 파괴된다.<b>・</b><color=#FFDCBD>[영원계문]</color>은 유일한 것이니 각 판마다 1번만 출현한다. 계문을 벗으면 계약이 깨져 <color=#FFDCBD>[영원계문]</color>이 즉시 파괴된다.</color></size>"
PN_NAME_64,母神舊印,모신구인
PN_DESC_64_0_0,"<size=17><b>・</b>你的近戰傷害提升33%，每次擊殺敵人時，會對自己造成相當於當前生命值2%的傷害。
</size>","<size=17><b>・</b>근접 피해가 33% 증가하나, 적 처치 시마다 현재 생명력의 2%에 해당하는 피해를 입는다.</size>"
PN_DESC_64_0_1,"<size=17><b>・</b>你的近戰傷害提升66%，每次擊殺敵人時，會對自己造成相當於當前生命值2%的傷害。
</size>","<size=17><b>・</b>근접 피해가 66% 증가하나, 적 처치 시마다 현재 생명력의 2%에 해당하는 피해를 입는다.</size>"
PN_DESC_64_0_2,"<size=17><b>・</b>你的近戰傷害提升<color=#FB8204>100%</color>，每次擊殺敵人時，會對自己造成相當於當前生命值2%的傷害。
<color=#FB8204><b>・</b>你每失去1%的生命提高0.5%的近戰傷害。</color>
</size>","<size=17><b>・</b>근접 피해가 <color=#FB8204>100%</color> 증가하나, 적 처치 시마다 현재 생명력의 2%에 해당하는 피해를 입는다.<color=#FB8204><b>・</b>잃은 생명력 1%마다 근접 피해가 0.5% 증가한다.</color></size>"
PN_DESC_64_1_0,"<size=17><b>・</b>你的飛劍傷害提升33%，每次擊殺敵人時，會對自己造成相當於當前生命值2%的傷害。
</size>","<size=17><b>・</b>비검 피해가 33% 증가하나, 적 처치 시마다 현재 생명력의 2%에 해당하는 피해를 입는다.</size>"
PN_DESC_64_1_1,"<size=17><b>・</b>你的飛劍傷害提升66%，每次擊殺敵人時，會對自己造成相當於當前生命值2%的傷害。
</size>","<size=17><b>・</b>비검 피해가 66% 증가하나, 적 처치 시마다 현재 생명력의 2%에 해당하는 피해를 입는다.</size>"
PN_DESC_64_1_2,"<size=17><b>・</b>你的飛劍傷害提升<color=#FB8204>100%</color>，每次擊殺敵人時，會對自己造成相當於當前生命值2%的傷害。
<color=#FB8204><b>・</b>你每失去1%的生命提高0.5%的飛劍傷害。</color>
</size>","<size=17><b>・</b>비검 피해가 <color=#FB8204>100%</color> 증가하나, 적 처치 시마다 현재 생명력의 2%에 해당하는 피해를 입는다.<color=#FB8204><b>・</b>잃은 생명력 1%마다 비검 피해가 0.5% 증가한다.</color></size>"
PN_DESC_64_2_0,"<size=17><b>・</b>你可以在收劍技能尚未冷卻完畢時使用收劍，但需消耗50%當前生命值。
</size>",<size=17><b>・</b>검귀 기술의 재사용 대기시간이 끝나지 않았더라도 현재 생명력의 50%를 소모하여 사용할 수 있다.</size>
PN_DESC_64_2_1,"<size=17><b>・</b>你可以在收劍技能尚未冷卻完畢時使用收劍，但需消耗25%當前生命值。
</size>",<size=17><b>・</b>검귀 기술의 재사용 대기시간이 끝나지 않았더라도 현재 생명력의 25%를 소모하여 사용할 수 있다.</size>
PN_DESC_64_2_2,"<size=17><b>・</b>你可以在收劍技能尚未冷卻完畢時使用收劍，但需消耗<color=#FB8204>10%</color>當前生命值。
<color=#FB8204><b>・</b>你每失去1%的生命減少0.4%的收劍冷卻時間。</color>
</size>",<size=17><b>・</b>검귀 기술의 재사용 대기시간이 끝나지 않았더라도 현재 생명력의 <color=#FB8204>10%</color>를 소모하여 사용할 수 있다.<color=#FB8204><b>・</b>잃은 생명력 1%마다 검귀 기술의 재사용 대기시간이 0.4% 감소한다.</color></size>
PN_DESC_64_3_0,"<size=17><b>・</b><color=#6DE5D0>主動技能：</color>你獲得隨機的母神的賜福。在攻擊速度、近戰傷害、屬性傷害、飛劍傷害、移動速度、收劍冷卻中抽取1項提升33%，持續8秒。
<b>・</b>怒氣未滿時，可以消耗15%最大生命值來施放主動技能。（不足時無法施放）
</size>","<size=17><b>・</b><color=#6DE5D0>주동 기술：</color>모신의 축복을 무작위로 받는다. 공격 속도, 근접 피해, 속성 피해, 비검 피해, 이동 속도, 검귀 기술 재사용 대기시간 중 1가지가 8초간 33% 증가한다.<b>・</b>노기가 가득 차지 않았을 때 최대 생명력의 15%를 소모하여 주동 기술을 시전할 수 있다. (부족할 시 시전 불가)</size>"
PN_DESC_64_3_1,"<size=17><b>・</b><color=#6DE5D0>主動技能：</color>你獲得隨機的母神的賜福。在攻擊速度、近戰傷害、屬性傷害、飛劍傷害、移動速度、收劍冷卻中抽取2項提升33%，持續8秒。
<b>・</b>怒氣未滿時，可以消耗15%最大生命值來施放主動技能。（不足時無法施放）
</size>","<size=17><b>・</b><color=#6DE5D0>주동 기술：</color>모신의 축복을 무작위로 받는다. 공격 속도, 근접 피해, 속성 피해, 비검 피해, 이동 속도, 검귀 기술 재사용 대기시간 중 2가지가 8초간 33% 증가한다.<b>・</b>노기가 가득 차지 않았을 때 최대 생명력의 15%를 소모하여 주동 기술을 시전할 수 있다. (부족할 시 시전 불가)</size>"
